solving stats,integer optimal solution,8049,0,104.52,11545
0,0.00,0.000000,1
0,0.08,0.000000,1
0,0.08,6243.000000,1
0,0.09,6902.000000,1
0,0.33,6934.000000,1
20,1.08,7202.000000,1
92,1.76,7238.000000,0
196,2.69,7319.000000,0
419,4.52,7587.000000,0
538,5.57,7684.000000,0
661,6.63,7685.000000,0
761,7.41,7686.000000,1
1586,14.77,7690.000000,0
1587,14.77,7691.000000,0
1804,16.68,7692.000000,0
1809,16.68,7695.000000,0
2010,18.45,7763.000000,1
2027,18.50,7780.000000,0
2028,18.50,7781.000000,0
2128,19.73,7783.000000,1
2488,22.71,7868.000000,0
2588,23.51,7960.000000,1
4150,37.97,7967.000000,0
4151,37.97,7968.000000,0
11515,104.34,8049.000000,0
