1.00000,0.32472,0.91724,0.54261,0.83038,0.53405,0.92022,0.54490,0.82817,0.53495,0.92022,0.91791,0.54319,0.83040,0.53429
2.00000,0.20865,0.91688,0.52527,0.88954,0.52450,0.91994,0.52748,0.88926,0.52527,0.92022,0.91791,0.54319,0.83040,0.53429
3.00000,0.20485,0.74720,0.59454,0.59722,0.75753,0.74532,0.58886,0.59336,0.75553,0.92022,0.91791,0.54319,0.83040,0.53429
4.00000,0.20145,0.91818,0.71799,0.74110,0.69998,0.91940,0.71732,0.73562,0.70236,0.92022,0.91791,0.54319,0.83040,0.53429
5.00000,0.19588,0.91598,0.51109,0.91937,0.51702,0.91909,0.51310,0.92127,0.51765,0.92022,0.91791,0.54319,0.83040,0.53429
6.00000,0.19364,0.92507,0.66338,0.81011,0.61957,0.92756,0.66604,0.80693,0.62192,0.92756,0.92566,0.66405,0.80992,0.62010
7.00000,0.18633,0.19597,0.19406,0.49420,0.49143,0.19418,0.19205,0.49616,0.49416,0.92756,0.92566,0.66405,0.80992,0.62010
8.00000,0.18281,0.93021,0.70214,0.83012,0.65318,0.93270,0.70581,0.82778,0.65693,0.93270,0.93119,0.70435,0.83323,0.65482
9.00000,0.18156,0.91970,0.74356,0.74653,0.74068,0.92025,0.74148,0.74000,0.74298,0.93270,0.93119,0.70435,0.83323,0.65482
10.00000,0.17829,0.86351,0.60476,0.59735,0.61465,0.86561,0.60495,0.59629,0.61712,0.93270,0.93119,0.70435,0.83323,0.65482
11.00000,0.17839,0.21308,0.20841,0.48384,0.47209,0.21112,0.20619,0.48566,0.47454,0.93270,0.93119,0.70435,0.83323,0.65482
12.00000,0.17652,0.92697,0.64518,0.87003,0.60090,0.92991,0.65037,0.86898,0.60449,0.93270,0.93119,0.70435,0.83323,0.65482
13.00000,0.17622,0.92530,0.62319,0.88214,0.58456,0.92846,0.62886,0.88409,0.58807,0.93270,0.93119,0.70435,0.83323,0.65482
14.00000,0.17436,0.92816,0.69021,0.81958,0.64313,0.93140,0.69767,0.82146,0.64983,0.93270,0.93119,0.70435,0.83323,0.65482
15.00000,0.17535,0.92813,0.74008,0.78373,0.71042,0.92963,0.74073,0.77852,0.71382,0.93270,0.93119,0.70435,0.83323,0.65482
16.00000,0.17384,0.57375,0.45132,0.52524,0.57855,0.57553,0.45121,0.52628,0.58449,0.93270,0.93119,0.70435,0.83323,0.65482
17.00000,0.17377,0.92576,0.62721,0.88409,0.58733,0.92877,0.63219,0.88398,0.59044,0.93270,0.93119,0.70435,0.83323,0.65482
18.00000,0.17178,0.45276,0.39623,0.54340,0.63066,0.45150,0.39343,0.54251,0.63232,0.93270,0.93119,0.70435,0.83323,0.65482
19.00000,0.17063,0.92879,0.75738,0.78044,0.73870,0.93065,0.75971,0.77739,0.74469,0.93270,0.93119,0.70435,0.83323,0.65482
20.00000,0.17039,0.09314,0.08758,0.47654,0.49744,0.09023,0.08510,0.47979,0.49771,0.93270,0.93119,0.70435,0.83323,0.65482
21.00000,0.16987,0.92223,0.65368,0.78467,0.61352,0.92468,0.65707,0.78049,0.61671,0.93270,0.93119,0.70435,0.83323,0.65482
22.00000,0.16945,0.26865,0.26070,0.53968,0.57723,0.26617,0.25765,0.53835,0.57724,0.93270,0.93119,0.70435,0.83323,0.65482
23.00000,0.16904,0.91918,0.67944,0.74928,0.64508,0.92167,0.68241,0.74762,0.64877,0.93270,0.93119,0.70435,0.83323,0.65482
24.00000,0.16989,0.93147,0.74202,0.80469,0.70433,0.93335,0.74424,0.80039,0.70880,0.93335,0.93252,0.74537,0.80643,0.70802
25.00000,0.16859,0.92548,0.68056,0.79910,0.63673,0.92786,0.68439,0.79493,0.64087,0.93335,0.93252,0.74537,0.80643,0.70802
26.00000,0.17328,0.92527,0.62399,0.87913,0.58520,0.92838,0.63023,0.87846,0.58921,0.93335,0.93252,0.74537,0.80643,0.70802
27.00000,0.16884,0.85347,0.67448,0.64439,0.75926,0.85581,0.67576,0.64448,0.76743,0.93335,0.93252,0.74537,0.80643,0.70802
28.00000,0.16811,0.93103,0.74411,0.80005,0.70889,0.93298,0.74662,0.79629,0.71380,0.93335,0.93252,0.74537,0.80643,0.70802
29.00000,0.16825,0.92989,0.67367,0.86978,0.62334,0.93264,0.67841,0.86759,0.62708,0.93335,0.93252,0.74537,0.80643,0.70802
30.00000,0.16793,0.93136,0.72506,0.81780,0.67981,0.93343,0.72770,0.81346,0.68375,0.93343,0.93230,0.72760,0.81956,0.68220
