1.00000,0.18690,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
2.00000,0.10784,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
3.00000,0.10743,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
4.00000,0.10726,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
5.00000,0.10730,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
6.00000,0.10738,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
7.00000,0.10709,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
8.00000,0.10696,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
9.00000,0.10702,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
10.00000,0.10687,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
11.00000,0.10679,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
12.00000,0.10677,0.97554,0.49381,0.98777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
13.00000,0.10695,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
14.00000,0.10689,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49374,0.48763,0.50000
15.00000,0.10679,0.97554,0.49397,0.83221,0.50008,0.97575,0.49399,0.98788,0.50006,0.97575,0.97527,0.49386,0.81742,0.50006
16.00000,0.10685,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
17.00000,0.10687,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
18.00000,0.10694,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
19.00000,0.10683,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
20.00000,0.10671,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
21.00000,0.10685,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
22.00000,0.10681,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
23.00000,0.10700,0.97532,0.50668,0.67590,0.50642,0.97551,0.50632,0.66895,0.50620,0.97575,0.97527,0.49386,0.81742,0.50006
24.00000,0.10675,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
25.00000,0.10676,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49386,0.81742,0.50006
26.00000,0.10672,0.97544,0.49964,0.67766,0.50285,0.97566,0.49923,0.67343,0.50262,0.97575,0.97527,0.49386,0.81742,0.50006
27.00000,0.10662,0.97554,0.49414,0.79438,0.50016,0.97575,0.49425,0.81547,0.50019,0.97575,0.97527,0.49410,0.76541,0.50018
28.00000,0.10674,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49410,0.76541,0.50018
29.00000,0.10694,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49410,0.76541,0.50018
30.00000,0.10675,0.97554,0.49381,0.48777,0.50000,0.97575,0.49386,0.48787,0.50000,0.97575,0.97527,0.49410,0.76541,0.50018
