solving stats,integer optimal solution,8263,0,38.6168,5208
0,0.00,0.000000,1
0,0.13,0.000000,1
0,0.14,6419.000000,1
0,0.14,7009.000000,1
0,0.27,7178.000000,1
10,0.62,7468.000000,1
46,0.99,7782.000000,0
61,1.15,7962.000000,0
67,1.29,8048.000000,0
244,2.84,8056.000000,0
348,3.60,8063.000000,0
350,3.61,8066.000000,1
450,4.36,8068.000000,1
459,4.44,8162.000000,0
559,5.11,8167.000000,1
1024,9.20,8250.000000,0
1030,9.29,8252.000000,1
1033,9.30,8254.000000,0
1038,9.33,8255.000000,0
1890,16.73,8258.000000,1
1990,17.65,8262.000000,1
2390,20.58,8263.000000,1
