solving stats,integer optimal solution,8450,0,29.1747,3389
0,0.00,0.000000,1
0,0.12,0.000000,1
0,0.13,7001.000000,1
0,0.59,7296.000000,1
30,1.22,7576.000000,1
40,1.33,7792.000000,1
42,1.34,7901.000000,0
110,2.25,7974.000000,0
140,2.52,7983.000000,1
149,2.53,8078.000000,0
322,4.24,8079.000000,0
360,4.71,8158.000000,1
376,4.79,8172.000000,0
377,4.79,8175.000000,0
390,4.96,8251.000000,1
394,4.98,8355.000000,0
395,4.98,8358.000000,0
2119,21.36,8368.000000,0
2952,27.25,8443.000000,0
3009,27.56,8450.000000,0
