solving stats,integer optimal solution,8417,0,101.136,27924
33,0.25,7865.000000,0
54,0.32,7871.000000,0
58,0.33,7959.000000,0
59,0.33,7962.000000,0
166,0.90,7965.000000,0
204,1.07,8222.000000,0
263,1.34,8226.000000,0
453,2.39,8229.000000,0
673,3.35,8238.000000,0
674,3.35,8241.000000,0
2153,9.65,8243.000000,0
4754,20.37,8296.000000,0
5019,21.41,8313.000000,0
6331,26.59,8316.000000,0
12862,51.29,8320.000000,0
14906,58.69,8322.000000,0
14912,58.70,8327.000000,0
20233,77.14,8402.000000,0
20237,77.15,8404.000000,0
20240,77.15,8411.000000,0
20241,77.15,8412.000000,0
21844,82.70,8416.000000,0
24731,92.17,8417.000000,0
